descripcion,horas
Frontend Documentación Baja Actualización del archivo de versiones de la aplicación con los cambios de la semana,3
Frontend Desarrollo Media Implementación de un sistema de autoguardado local para que no se pierda lo escrito en formularios,14
Frontend Investigación Media Análisis de por qué la web carga lento en conexiones 3G y propuesta de optimización,10
Frontend Desarrollo Baja Creación de una página de términos y condiciones con formato de lectura fácil,5
Frontend Arreglo Media Corrección de errores de visualización de tablas que tienen demasiadas columnas para el móvil,9
Frontend Desarrollo Alta Desarrollo de una interfaz para subir varios archivos a la vez con barra de progreso individual,26
Frontend Refactorización Baja Unificación de todos los archivos CSS de botones en uno solo para mejor organización,5
Frontend Arreglo Baja Reparación de sombras proyectadas que se cortan de forma abrupta en algunos contenedores,4
Frontend Desarrollo Media Implementación de un selector de fechas personalizado que bloquee los fines de semana,12
Frontend Investigación Alta Estudio de cómo afectan los diferentes formatos de fuente al tiempo de renderizado,11
Frontend Documentación Media Creación de un manual para el cliente sobre cómo cambiar los textos de la página,12
Frontend Desarrollo Baja Integración de un reproductor de audio con lista de reproducción para audios de ayuda,10
Frontend Arreglo Media Solución de problemas donde los elementos fijos se mueven al abrir el teclado en móviles,8
Frontend Desarrollo Alta Creación de una animación de "confeti" visual al completar con éxito una compra o registro,15
Frontend Refactorización Media Mejora del rendimiento eliminando el uso excesivo de sombras y degradados complejos,9
Frontend Arreglo Baja Corrección de la alineación de los iconos de redes sociales en el pie de página,3
Frontend Desarrollo Media Implementación de un sistema de avisos que desaparecen automáticamente a los 5 segundos,7
Frontend Investigación Media Prueba de diferentes librerías de iconos para encontrar la que menos ocupe en memoria,6
Frontend Documentación Baja Registro de todas las fuentes y colores corporativos en un archivo de configuración,4
Frontend Desarrollo Baja Añadir una sección de "Novedades" con una etiqueta de "Nuevo" animada en los productos,6
Frontend Arreglo Media Reparación de menús laterales que no se pueden cerrar al pulsar la tecla Escape,6
Frontend Desarrollo Alta Implementación de una funcionalidad de búsqueda con resaltado de las palabras encontradas,24
Frontend Refactorización Baja Cambio de rutas relativas por rutas absolutas para evitar errores en subcarpetas,5
Frontend Arreglo Baja Ajuste de la altura de los campos de texto para que sean más cómodos de usar en móvil,5
Frontend Desarrollo Media Creación de un visualizador de imágenes que permita hacer zoom y rotar con botones,14
Frontend Investigación Alta Investigación sobre el uso de Web Workers para procesos pesados que bloquean la interfaz,15
Frontend Documentación Media Documentación de la estructura de la base de datos vista desde la interfaz de usuario,8
Frontend Desarrollo Baja Implementación de un sistema de "leer más" para recortar textos excesivamente largos,5
Frontend Arreglo Media Solución de errores donde las imágenes cargadas por el usuario aparecen rotadas,10
Frontend Desarrollo Alta Desarrollo de una página de estadísticas personales del usuario con barras de progreso,22
Frontend Refactorización Media Simplificación de la lógica de cambio de tema claro a oscuro para que use menos código,8
Frontend Arreglo Baja Corrección de la superposición de botones en formularios con muchos campos de entrada,4
Frontend Desarrollo Media Creación de un sistema de filtros rápidos (chips) para navegar por categorías de productos,9
Frontend Investigación Media Análisis de los clics de los usuarios para rediseñar la posición del botón principal,8
Frontend Documentación Alta Informe final de accesibilidad con las mejoras implementadas y puntos pendientes,12
Frontend Desarrollo Baja Inclusión de una pequeña animación de carga cada vez que se cambia de sección,6
Frontend Arreglo Media Corrección de saltos visuales en el diseño cuando se cargan fuentes personalizadas de Google,7
Frontend Desarrollo Alta Implementación de un sistema de drag and drop para organizar una lista de tareas simple,28
Frontend Refactorización Alta Migración de la lógica de visualización de tablas a una librería más moderna y rápida,20
Frontend Arreglo Baja Ajuste de los colores de fondo para mejorar la lectura en exteriores con mucho sol,5
Frontend Desarrollo Media Implementación de un sistema de ayuda con bocadillos de texto al pasar el ratón,8
Frontend Investigación Baja Búsqueda de ejemplos de formularios de contacto que conviertan mejor a los usuarios,4
Frontend Documentación Baja Listado de todas las tareas de diseño pendientes para el siguiente periodo de prácticas,3
Frontend Desarrollo Baja Creación de un mensaje de "Versión de prueba" que aparezca en la esquina de la web,4
Frontend Arreglo Media Reparación de errores en los que el contenido se desplaza a la derecha en móviles,7
Frontend Desarrollo Alta Desarrollo de un cuestionario de satisfacción con diferentes tipos de respuesta animada,24
Frontend Refactorización Baja Mejora de la limpieza del código eliminando variables que no se usan en el script,5
Frontend Arreglo Baja Corrección de la separación entre los elementos del menú para evitar clics accidentales,4
Frontend Desarrollo Media Creación de un sistema de banners informativos que se pueden cerrar y no vuelven a aparecer,10
Frontend Investigación Alta Prototipado de una función de "Modo Invitado" para navegar sin registrarse,12
Frontend Documentación Alta Manual técnico detallando cómo se han estructurado los componentes de la interfaz,15
Frontend Desarrollo Baja Inclusión de un selector de tamaño de letra para usuarios con dificultades visuales,8
Frontend Arreglo Media Solución de fallos donde los vídeos de fondo no se cargan correctamente en Firefox,6
Frontend Desarrollo Alta Implementación de un sistema de "Logros" que muestra una medalla al completar el perfil,18
Frontend Refactorización Media Unificación de los estilos de todos los botones para que sigan un mismo patrón,7
Frontend Arreglo Baja Corrección de sombras en los cuadros de texto que los hacían parecer inactivos,3
Frontend Desarrollo Media Creación de una página de perfil con subsecciones que se cargan sin refrescar la web,12
Frontend Investigación Media Estudio de cómo reducir el tamaño del archivo CSS final eliminando código muerto,9
Frontend Documentación Baja Registro de las pruebas de velocidad realizadas antes y después de optimizar,5
Frontend Desarrollo Baja Maquetación de una sección de "Sobre nosotros" con fotos del equipo y enlaces,8
Frontend Arreglo Media Ajuste de la respuesta visual de los enlaces para que cambien de color al pulsarlos,4
Frontend Desarrollo Alta Creación de una animación que simula la escritura de una máquina de escribir en el inicio,16
Frontend Refactorización Media Simplificación de los condicionales en el código para que sea más fácil de leer,9
Frontend Arreglo Baja Reparación de imágenes que se ven estiradas en ciertos tamaños de pantalla,4
Frontend Desarrollo Media Implementación de un sistema de mensajes informativos tipo "Sabías que..." aleatorios,10
Frontend Investigación Media Análisis de qué elementos distraen al usuario del objetivo principal de la web,7
Frontend Documentación Baja Actualización de la guía de instalación para incluir nuevas dependencias del frontend,4
Frontend Desarrollo Baja Maquetación de un formulario muy sencillo para que los usuarios dejen su opinión,7
Frontend Arreglo Media Solución de errores en los que la página se queda bloqueada al cargar un script externo,9
Frontend Desarrollo Alta Implementación de un sistema de "Noche/Día" que cambia automáticamente según la hora,22
Frontend Refactorización Media Revisión de todo el proyecto para asegurar que las etiquetas meta están bien puestas,10
Backend Investigación Baja Instalación del JDK y configuración de variables de entorno para desarrollo en Java,5
Backend Desarrollo Baja Creación de un proyecto base con Spring Boot usando Spring Initializr y dependencias web,6
Backend Investigación Media Estudio del protocolo HTTP y cómo funcionan los métodos GET POST PUT y DELETE,8
Backend Desarrollo Baja Creación de un endpoint Hello World que devuelva un mensaje de texto simple,4
Backend Desarrollo Media Implementación de una clase modelo para representar un Producto con sus atributos,7
Backend Desarrollo Media Creación de un controlador REST que gestione una lista estática de elementos,12
Backend Arreglo Baja Corrección de errores de compilación por falta de anotaciones básicas como @RestController,3
Backend Desarrollo Alta Desarrollo de una API simple para gestionar un inventario de libros en memoria,20
Backend Investigación Media Aprendizaje sobre el uso de Postman para realizar peticiones y probar la API,6
Backend Documentación Baja Redacción de una guía sobre cómo arrancar la aplicación y probar el primer endpoint,5
Backend Desarrollo Media Creación de una clase de servicio para separar la lógica de negocio del controlador,10
